invoked,dataset,model,optimizer,data_dir,epochs,batch_size,alpha,eps,weight_decay,seed,run_name,min_loss,max_accy,init_eta
>>>,mnist,cnn,dog_coordinate,./datasets/MNIST/raw,5,12,1e-06,1e-09,0.0001,55,sweep_dogcoord_cnn_mnist_a=1.0e-06_e=1.0e-09_wd=1.0e-04_ie=None_i=121,0.02622379,0.9919,
>>>,mnist,cnn,dog_coordinate,./datasets/MNIST/raw,5,12,1e-06,1e-09,0.0001,55,sweep_dogcoord_cnn_mnist_a=1.0e-06_e=1.0e-09_wd=1.0e-04_ie=1e-06_i=122,0.024927,0.9925,1e-06
>>>,mnist,cnn,dog_coordinate,./datasets/MNIST/raw,5,12,1e-06,1e-09,0.0001,55,sweep_dogcoord_cnn_mnist_a=1.0e-06_e=1.0e-09_wd=1.0e-04_ie=0.0001_i=123,0.02177953,0.9936,0.0001
>>>,mnist,cnn,dog_coordinate,./datasets/MNIST/raw,5,12,1e-06,1e-09,0.001,55,sweep_dogcoord_cnn_mnist_a=1.0e-06_e=1.0e-09_wd=1.0e-03_ie=None_i=124,0.06213632,0.9818,
>>>,mnist,cnn,dog_coordinate,./datasets/MNIST/raw,5,12,1e-06,1e-09,0.001,55,sweep_dogcoord_cnn_mnist_a=1.0e-06_e=1.0e-09_wd=1.0e-03_ie=1e-06_i=125,0.13003302,0.9644,1e-06
>>>,mnist,cnn,dog_coordinate,./datasets/MNIST/raw,5,12,1e-06,1e-09,0.001,55,sweep_dogcoord_cnn_mnist_a=1.0e-06_e=1.0e-09_wd=1.0e-03_ie=0.0001_i=126,0.10177097,0.9703,0.0001
>>>,mnist,cnn,dog_coordinate,./datasets/MNIST/raw,5,12,1e-06,1e-08,0.0,55,sweep_dogcoord_cnn_mnist_a=1.0e-06_e=1.0e-08_wd=0.0e+00_ie=None_i=127,0.01712927,0.9945,
>>>,mnist,cnn,dog_coordinate,./datasets/MNIST/raw,5,12,1e-06,1e-08,0.0,55,sweep_dogcoord_cnn_mnist_a=1.0e-06_e=1.0e-08_wd=0.0e+00_ie=1e-06_i=128,0.01790727,0.9932,1e-06
>>>,mnist,cnn,dog_coordinate,./datasets/MNIST/raw,5,12,1e-06,1e-08,0.0,55,sweep_dogcoord_cnn_mnist_a=1.0e-06_e=1.0e-08_wd=0.0e+00_ie=0.0001_i=129,0.01912278,0.9939,0.0001
>>>,mnist,cnn,dog_coordinate,./datasets/MNIST/raw,5,12,1e-06,1e-08,0.0001,55,sweep_dogcoord_cnn_mnist_a=1.0e-06_e=1.0e-08_wd=1.0e-04_ie=None_i=130,0.0239598,0.9926,
>>>,mnist,cnn,dog_coordinate,./datasets/MNIST/raw,5,12,1e-06,1e-08,0.0001,55,sweep_dogcoord_cnn_mnist_a=1.0e-06_e=1.0e-08_wd=1.0e-04_ie=1e-06_i=131,0.02820828,0.9908,1e-06
>>>,mnist,cnn,dog_coordinate,./datasets/MNIST/raw,5,12,1e-06,1e-08,0.0001,55,sweep_dogcoord_cnn_mnist_a=1.0e-06_e=1.0e-08_wd=1.0e-04_ie=0.0001_i=132,0.02907994,0.9904,0.0001
>>>,mnist,cnn,dog_coordinate,./datasets/MNIST/raw,5,12,1e-06,1e-08,0.001,55,sweep_dogcoord_cnn_mnist_a=1.0e-06_e=1.0e-08_wd=1.0e-03_ie=None_i=133,0.10919643,0.9687,
>>>,mnist,cnn,dog_coordinate,./datasets/MNIST/raw,5,12,1e-06,1e-08,0.001,55,sweep_dogcoord_cnn_mnist_a=1.0e-06_e=1.0e-08_wd=1.0e-03_ie=1e-06_i=134,0.13606117,0.9618,1e-06
>>>,mnist,cnn,dog_coordinate,./datasets/MNIST/raw,5,12,1e-06,1e-08,0.001,55,sweep_dogcoord_cnn_mnist_a=1.0e-06_e=1.0e-08_wd=1.0e-03_ie=0.0001_i=135,0.12523361,0.9606,0.0001
